PA-11.11;Ailos - Template Gateway;gwp1111lan01;PA-11.11-GATEWAY;172.20.69.1;-1;10358
PA-11.11;Ailos - Template Gateway;gwp1111lan02;PA-11.11-GATEWAY2;172.20.69.2;1;10358
